index_name,tradingsymbol,option_type,strike,expiry,instrument_token,lot_size,tick_size,segment,exchange,dte
NIFTY,NIFTY2610625650PE,PE,25650,2026-01-06,10355202,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610625700CE,CE,25700,2026-01-06,10355458,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610625700PE,PE,25700,2026-01-06,10355714,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610625750CE,CE,25750,2026-01-06,10355970,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610625750PE,PE,25750,2026-01-06,10356226,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610625800CE,CE,25800,2026-01-06,10356482,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610625800PE,PE,25800,2026-01-06,10356738,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610625850CE,CE,25850,2026-01-06,10356994,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610625850PE,PE,25850,2026-01-06,10357250,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610625900CE,CE,25900,2026-01-06,10357506,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610625900PE,PE,25900,2026-01-06,10357762,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610625950CE,CE,25950,2026-01-06,10358018,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610625950PE,PE,25950,2026-01-06,10358274,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626000CE,CE,26000,2026-01-06,10359042,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626000PE,PE,26000,2026-01-06,10359298,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626050CE,CE,26050,2026-01-06,10360066,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626050PE,PE,26050,2026-01-06,10360322,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626100CE,CE,26100,2026-01-06,10360578,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626100PE,PE,26100,2026-01-06,10360834,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626150CE,CE,26150,2026-01-06,10361602,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626150PE,PE,26150,2026-01-06,10361858,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626200CE,CE,26200,2026-01-06,10362114,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626200PE,PE,26200,2026-01-06,10362370,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626250CE,CE,26250,2026-01-06,10362626,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626250PE,PE,26250,2026-01-06,10362882,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626300CE,CE,26300,2026-01-06,10364674,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626300PE,PE,26300,2026-01-06,10364930,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626350CE,CE,26350,2026-01-06,10365186,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626350PE,PE,26350,2026-01-06,10365442,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626400CE,CE,26400,2026-01-06,10365698,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626400PE,PE,26400,2026-01-06,10365954,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626450CE,CE,26450,2026-01-06,10366210,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626450PE,PE,26450,2026-01-06,10366466,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626500CE,CE,26500,2026-01-06,10366722,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626500PE,PE,26500,2026-01-06,10366978,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626550CE,CE,26550,2026-01-06,10367234,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626550PE,PE,26550,2026-01-06,10367490,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626600CE,CE,26600,2026-01-06,10367746,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626600PE,PE,26600,2026-01-06,10368002,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626650CE,CE,26650,2026-01-06,10368258,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626650PE,PE,26650,2026-01-06,10368514,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626700CE,CE,26700,2026-01-06,10368770,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626700PE,PE,26700,2026-01-06,10369026,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626750CE,CE,26750,2026-01-06,10370818,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626750PE,PE,26750,2026-01-06,10371842,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626800CE,CE,26800,2026-01-06,10372866,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626800PE,PE,26800,2026-01-06,10373122,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626850CE,CE,26850,2026-01-06,10374658,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626850PE,PE,26850,2026-01-06,10376706,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626900CE,CE,26900,2026-01-06,10376962,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626900PE,PE,26900,2026-01-06,10377218,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626950CE,CE,26950,2026-01-06,10377474,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610626950PE,PE,26950,2026-01-06,10377730,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627000CE,CE,27000,2026-01-06,10377986,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627000PE,PE,27000,2026-01-06,10378242,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627050CE,CE,27050,2026-01-06,10378498,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627050PE,PE,27050,2026-01-06,10378754,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627100CE,CE,27100,2026-01-06,10379010,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627100PE,PE,27100,2026-01-06,10379266,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627150CE,CE,27150,2026-01-06,10379522,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627150PE,PE,27150,2026-01-06,10379778,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627200CE,CE,27200,2026-01-06,10380034,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627200PE,PE,27200,2026-01-06,10380546,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627250CE,CE,27250,2026-01-06,10380802,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627250PE,PE,27250,2026-01-06,10381826,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627300CE,CE,27300,2026-01-06,10382082,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627300PE,PE,27300,2026-01-06,10382338,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627350CE,CE,27350,2026-01-06,10382594,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627350PE,PE,27350,2026-01-06,10382850,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627400CE,CE,27400,2026-01-06,10383106,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627400PE,PE,27400,2026-01-06,10383362,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627450CE,CE,27450,2026-01-06,10383618,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627450PE,PE,27450,2026-01-06,10383874,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627500CE,CE,27500,2026-01-06,10384130,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627500PE,PE,27500,2026-01-06,10387970,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627550CE,CE,27550,2026-01-06,10388226,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627550PE,PE,27550,2026-01-06,10388738,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627600CE,CE,27600,2026-01-06,10388994,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627600PE,PE,27600,2026-01-06,10390018,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627650CE,CE,27650,2026-01-06,10390274,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627650PE,PE,27650,2026-01-06,10390530,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627700CE,CE,27700,2026-01-06,10390786,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627700PE,PE,27700,2026-01-06,10391554,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627750CE,CE,27750,2026-01-06,10391810,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627750PE,PE,27750,2026-01-06,10392066,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627800CE,CE,27800,2026-01-06,10392322,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627800PE,PE,27800,2026-01-06,10392578,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627850CE,CE,27850,2026-01-06,10392834,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627850PE,PE,27850,2026-01-06,10393346,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627900CE,CE,27900,2026-01-06,10394882,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627900PE,PE,27900,2026-01-06,10395138,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627950CE,CE,27950,2026-01-06,10395394,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610627950PE,PE,27950,2026-01-06,10395650,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610628000CE,CE,28000,2026-01-06,10395906,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610628000PE,PE,28000,2026-01-06,10396162,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610628050CE,CE,28050,2026-01-06,10396418,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610628050PE,PE,28050,2026-01-06,10396674,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610628100CE,CE,28100,2026-01-06,10396930,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2610628100PE,PE,28100,2026-01-06,10397186,65,0.05,NFO-OPT,NFO,0
NIFTY,NIFTY2611324000CE,CE,24000,2026-01-13,11790082,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324000PE,PE,24000,2026-01-13,11790338,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324050CE,CE,24050,2026-01-13,11790594,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324050PE,PE,24050,2026-01-13,11790850,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324100CE,CE,24100,2026-01-13,11791106,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324100PE,PE,24100,2026-01-13,11791362,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324150CE,CE,24150,2026-01-13,11791618,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324150PE,PE,24150,2026-01-13,11791874,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324200CE,CE,24200,2026-01-13,11792130,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324200PE,PE,24200,2026-01-13,11792386,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324250CE,CE,24250,2026-01-13,11792642,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324250PE,PE,24250,2026-01-13,11792898,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324300CE,CE,24300,2026-01-13,11793410,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324300PE,PE,24300,2026-01-13,11793666,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324350CE,CE,24350,2026-01-13,11793922,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324350PE,PE,24350,2026-01-13,11794178,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324400CE,CE,24400,2026-01-13,11794434,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324400PE,PE,24400,2026-01-13,11794690,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324450CE,CE,24450,2026-01-13,11795202,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324450PE,PE,24450,2026-01-13,11797250,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324500CE,CE,24500,2026-01-13,11797506,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324500PE,PE,24500,2026-01-13,11797762,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324550CE,CE,24550,2026-01-13,11798018,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324550PE,PE,24550,2026-01-13,11799042,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324600CE,CE,24600,2026-01-13,11799298,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324600PE,PE,24600,2026-01-13,11800066,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324650CE,CE,24650,2026-01-13,11800322,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324650PE,PE,24650,2026-01-13,11800578,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324700CE,CE,24700,2026-01-13,11800834,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324700PE,PE,24700,2026-01-13,11802114,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324750CE,CE,24750,2026-01-13,11802370,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324750PE,PE,24750,2026-01-13,11802626,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324800CE,CE,24800,2026-01-13,11802882,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324800PE,PE,24800,2026-01-13,11804162,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324850CE,CE,24850,2026-01-13,11804418,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324850PE,PE,24850,2026-01-13,11805186,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324900CE,CE,24900,2026-01-13,11805442,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324900PE,PE,24900,2026-01-13,11805698,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324950CE,CE,24950,2026-01-13,11806466,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611324950PE,PE,24950,2026-01-13,11808258,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325000CE,CE,25000,2026-01-13,11808514,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325000PE,PE,25000,2026-01-13,11808770,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325050CE,CE,25050,2026-01-13,11809026,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325050PE,PE,25050,2026-01-13,11809282,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325100CE,CE,25100,2026-01-13,11809538,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325100PE,PE,25100,2026-01-13,11809794,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325150CE,CE,25150,2026-01-13,11810050,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325150PE,PE,25150,2026-01-13,11810306,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325200CE,CE,25200,2026-01-13,11810562,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325200PE,PE,25200,2026-01-13,11810818,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325250CE,CE,25250,2026-01-13,11811074,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325250PE,PE,25250,2026-01-13,11811330,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325300CE,CE,25300,2026-01-13,11811586,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325300PE,PE,25300,2026-01-13,11811842,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325350CE,CE,25350,2026-01-13,11812098,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325350PE,PE,25350,2026-01-13,11812354,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325400CE,CE,25400,2026-01-13,11812610,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325400PE,PE,25400,2026-01-13,11812866,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325450CE,CE,25450,2026-01-13,11813122,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325450PE,PE,25450,2026-01-13,11813378,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325500CE,CE,25500,2026-01-13,11813634,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325500PE,PE,25500,2026-01-13,11813890,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325550CE,CE,25550,2026-01-13,11814146,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325550PE,PE,25550,2026-01-13,11814402,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325600CE,CE,25600,2026-01-13,11814658,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325600PE,PE,25600,2026-01-13,11815426,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325650CE,CE,25650,2026-01-13,11815682,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325650PE,PE,25650,2026-01-13,11816962,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325700CE,CE,25700,2026-01-13,11817218,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325700PE,PE,25700,2026-01-13,11817474,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325750CE,CE,25750,2026-01-13,11817730,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325750PE,PE,25750,2026-01-13,11817986,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325800CE,CE,25800,2026-01-13,11818242,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325800PE,PE,25800,2026-01-13,11818498,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325850CE,CE,25850,2026-01-13,11819266,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325850PE,PE,25850,2026-01-13,11819522,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325900CE,CE,25900,2026-01-13,11819778,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325900PE,PE,25900,2026-01-13,11820034,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325950CE,CE,25950,2026-01-13,11820290,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611325950PE,PE,25950,2026-01-13,11820546,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611326000CE,CE,26000,2026-01-13,11820802,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611326000PE,PE,26000,2026-01-13,11821570,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611326050CE,CE,26050,2026-01-13,11821826,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611326050PE,PE,26050,2026-01-13,11822082,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611326100CE,CE,26100,2026-01-13,11822338,65,0.05,NFO-OPT,NFO,7
NIFTY,NIFTY2611326100PE,PE,26100,2026-01-13,11823106,65,0.05,NFO-OPT,NFO,7
