fetch_date,instrument_token,tradingsymbol,name,exchange,instrument_type,expiry,strike,lot_size
2025-12-31,296522245,SENSEX2610184200CE,SENSEX,BFO,CE,2026-01-01,84200,20
2025-12-31,296528133,SENSEX2610185200CE,SENSEX,BFO,CE,2026-01-01,85200,20
2025-12-31,296571141,SENSEX2610185200PE,SENSEX,BFO,PE,2026-01-01,85200,20
2025-12-31,296461829,SENSEX2610184100CE,SENSEX,BFO,CE,2026-01-01,84100,20
2025-12-31,296500741,SENSEX2610184100PE,SENSEX,BFO,PE,2026-01-01,84100,20
2025-12-31,296437765,SENSEX2610185300PE,SENSEX,BFO,PE,2026-01-01,85300,20
2025-12-31,296584709,SENSEX2610185300CE,SENSEX,BFO,CE,2026-01-01,85300,20
2025-12-31,296444421,SENSEX2610184000PE,SENSEX,BFO,PE,2026-01-01,84000,20
2025-12-31,296506629,SENSEX2610184000CE,SENSEX,BFO,CE,2026-01-01,84000,20
2025-12-31,296540677,SENSEX2610185400CE,SENSEX,BFO,CE,2026-01-01,85400,20
2025-12-31,296580101,SENSEX2610185400PE,SENSEX,BFO,PE,2026-01-01,85400,20
2025-12-31,296596741,SENSEX2610185500CE,SENSEX,BFO,CE,2026-01-01,85500,20
2025-12-31,297399301,SENSEX2610193200CE,SENSEX,BFO,CE,2026-01-01,93200,20
2025-12-31,297813765,SENSEX2610193200PE,SENSEX,BFO,PE,2026-01-01,93200,20
2025-12-31,297027589,SENSEX2610193100CE,SENSEX,BFO,CE,2026-01-01,93100,20
2025-12-31,297057797,SENSEX2610193100PE,SENSEX,BFO,PE,2026-01-01,93100,20
2025-12-31,296951045,SENSEX2610193000PE,SENSEX,BFO,PE,2026-01-01,93000,20
2025-12-31,297063429,SENSEX2610193000CE,SENSEX,BFO,CE,2026-01-01,93000,20
2025-12-31,296980741,SENSEX2610192900CE,SENSEX,BFO,CE,2026-01-01,92900,20
2025-12-31,297009413,SENSEX2610192900PE,SENSEX,BFO,PE,2026-01-01,92900,20
2025-12-31,296967429,SENSEX2610192800PE,SENSEX,BFO,PE,2026-01-01,92800,20
2025-12-31,297014789,SENSEX2610192800CE,SENSEX,BFO,CE,2026-01-01,92800,20
2025-12-31,296876293,SENSEX2610192700CE,SENSEX,BFO,CE,2026-01-01,92700,20
2025-12-31,296890885,SENSEX2610192700PE,SENSEX,BFO,PE,2026-01-01,92700,20
2025-12-31,296869893,SENSEX2610192600PE,SENSEX,BFO,PE,2026-01-01,92600,20
2025-12-31,296894981,SENSEX2610192600CE,SENSEX,BFO,CE,2026-01-01,92600,20
2025-12-31,296752389,SENSEX2610192500CE,SENSEX,BFO,CE,2026-01-01,92500,20
2025-12-31,296767493,SENSEX2610192500PE,SENSEX,BFO,PE,2026-01-01,92500,20
2025-12-31,296770821,SENSEX2610192400CE,SENSEX,BFO,CE,2026-01-01,92400,20
2025-12-31,296784389,SENSEX2610192400PE,SENSEX,BFO,PE,2026-01-01,92400,20
2025-12-31,296748037,SENSEX2610192300CE,SENSEX,BFO,CE,2026-01-01,92300,20
2025-12-31,296762373,SENSEX2610192300PE,SENSEX,BFO,PE,2026-01-01,92300,20
2025-12-31,296764933,SENSEX2610192200CE,SENSEX,BFO,CE,2026-01-01,92200,20
2025-12-31,296779269,SENSEX2610192200PE,SENSEX,BFO,PE,2026-01-01,92200,20
2025-12-31,296626181,SENSEX2610192100PE,SENSEX,BFO,PE,2026-01-01,92100,20
2025-12-31,296660997,SENSEX2610192100CE,SENSEX,BFO,CE,2026-01-01,92100,20
2025-12-31,296474885,SENSEX2610192000CE,SENSEX,BFO,CE,2026-01-01,92000,20
2025-12-31,296517637,SENSEX2610192000PE,SENSEX,BFO,PE,2026-01-01,92000,20
2025-12-31,296557829,SENSEX2610191900CE,SENSEX,BFO,CE,2026-01-01,91900,20
2025-12-31,296594181,SENSEX2610191900PE,SENSEX,BFO,PE,2026-01-01,91900,20
2025-12-31,296413957,SENSEX2610191800CE,SENSEX,BFO,CE,2026-01-01,91800,20
2025-12-31,296453125,SENSEX2610191800PE,SENSEX,BFO,PE,2026-01-01,91800,20
2025-12-31,296545797,SENSEX2610191700CE,SENSEX,BFO,CE,2026-01-01,91700,20
2025-12-31,296581893,SENSEX2610191700PE,SENSEX,BFO,PE,2026-01-01,91700,20
2025-12-31,296440837,SENSEX2610191600PE,SENSEX,BFO,PE,2026-01-01,91600,20
2025-12-31,296587269,SENSEX2610191600CE,SENSEX,BFO,CE,2026-01-01,91600,20
2025-12-31,296530949,SENSEX2610191500CE,SENSEX,BFO,CE,2026-01-01,91500,20
2025-12-31,296574213,SENSEX2610191500PE,SENSEX,BFO,PE,2026-01-01,91500,20
2025-12-31,296431109,SENSEX2610191400PE,SENSEX,BFO,PE,2026-01-01,91400,20
2025-12-31,296578053,SENSEX2610191400CE,SENSEX,BFO,CE,2026-01-01,91400,20
2025-12-31,296436741,SENSEX2610191300CE,SENSEX,BFO,CE,2026-01-01,91300,20
2025-12-31,296562181,SENSEX2610191300PE,SENSEX,BFO,PE,2026-01-01,91300,20
2025-12-31,296418565,SENSEX2610191200PE,SENSEX,BFO,PE,2026-01-01,91200,20
2025-12-31,296568581,SENSEX2610191200CE,SENSEX,BFO,CE,2026-01-01,91200,20
2025-12-31,296424709,SENSEX2610191100CE,SENSEX,BFO,CE,2026-01-01,91100,20
2025-12-31,296463109,SENSEX2610191100PE,SENSEX,BFO,PE,2026-01-01,91100,20
2025-12-31,296556037,SENSEX2610191000CE,SENSEX,BFO,CE,2026-01-01,91000,20
2025-12-31,296592901,SENSEX2610191000PE,SENSEX,BFO,PE,2026-01-01,91000,20
2025-12-31,296442629,SENSEX2610190900CE,SENSEX,BFO,CE,2026-01-01,90900,20
2025-12-31,296481029,SENSEX2610190900PE,SENSEX,BFO,PE,2026-01-01,90900,20
2025-12-31,296487941,SENSEX2610190800CE,SENSEX,BFO,CE,2026-01-01,90800,20
2025-12-31,296529925,SENSEX2610190800PE,SENSEX,BFO,PE,2026-01-01,90800,20
2025-12-31,296433413,SENSEX2610190700CE,SENSEX,BFO,CE,2026-01-01,90700,20
2025-12-31,296470021,SENSEX2610190700PE,SENSEX,BFO,PE,2026-01-01,90700,20
2025-12-31,296475397,SENSEX2610190600CE,SENSEX,BFO,CE,2026-01-01,90600,20
2025-12-31,296518661,SENSEX2610190600PE,SENSEX,BFO,PE,2026-01-01,90600,20
2025-12-31,296459269,SENSEX2610190500PE,SENSEX,BFO,PE,2026-01-01,90500,20
2025-12-31,296524293,SENSEX2610190500CE,SENSEX,BFO,CE,2026-01-01,90500,20
2025-12-31,296464645,SENSEX2610190400CE,SENSEX,BFO,CE,2026-01-01,90400,20
2025-12-31,296504069,SENSEX2610190400PE,SENSEX,BFO,PE,2026-01-01,90400,20
2025-12-31,296510725,SENSEX2610190300CE,SENSEX,BFO,CE,2026-01-01,90300,20
2025-12-31,296554757,SENSEX2610190300PE,SENSEX,BFO,PE,2026-01-01,90300,20
2025-12-31,296454405,SENSEX2610190200CE,SENSEX,BFO,CE,2026-01-01,90200,20
2025-12-31,296492549,SENSEX2610190200PE,SENSEX,BFO,PE,2026-01-01,90200,20
2025-12-31,296498693,SENSEX2610190100CE,SENSEX,BFO,CE,2026-01-01,90100,20
2025-12-31,296541445,SENSEX2610190100PE,SENSEX,BFO,PE,2026-01-01,90100,20
2025-12-31,296480005,SENSEX2610190000PE,SENSEX,BFO,PE,2026-01-01,90000,20
2025-12-31,296549893,SENSEX2610190000CE,SENSEX,BFO,CE,2026-01-01,90000,20
2025-12-31,296479749,SENSEX2610189900CE,SENSEX,BFO,CE,2026-01-01,89900,20
2025-12-31,296522757,SENSEX2610189900PE,SENSEX,BFO,PE,2026-01-01,89900,20
2025-12-31,296528645,SENSEX2610189800CE,SENSEX,BFO,CE,2026-01-01,89800,20
2025-12-31,296571653,SENSEX2610189800PE,SENSEX,BFO,PE,2026-01-01,89800,20
2025-12-31,296507397,SENSEX2610189700PE,SENSEX,BFO,PE,2026-01-01,89700,20
2025-12-31,296576261,SENSEX2610189700CE,SENSEX,BFO,CE,2026-01-01,89700,20
2025-12-31,296516613,SENSEX2610189600CE,SENSEX,BFO,CE,2026-01-01,89600,20
2025-12-31,296559365,SENSEX2610189600PE,SENSEX,BFO,PE,2026-01-01,89600,20
2025-12-31,296414725,SENSEX2610189500PE,SENSEX,BFO,PE,2026-01-01,89500,20
2025-12-31,296566021,SENSEX2610189500CE,SENSEX,BFO,CE,2026-01-01,89500,20
2025-12-31,296502277,SENSEX2610189400CE,SENSEX,BFO,CE,2026-01-01,89400,20
2025-12-31,296546821,SENSEX2610189400PE,SENSEX,BFO,PE,2026-01-01,89400,20
2025-12-31,296552965,SENSEX2610189300CE,SENSEX,BFO,CE,2026-01-01,89300,20
2025-12-31,296588805,SENSEX2610189300PE,SENSEX,BFO,PE,2026-01-01,89300,20
2025-12-31,296532229,SENSEX2610189200PE,SENSEX,BFO,PE,2026-01-01,89200,20
2025-12-31,296595717,SENSEX2610189200CE,SENSEX,BFO,CE,2026-01-01,89200,20
2025-12-31,296539397,SENSEX2610189100CE,SENSEX,BFO,CE,2026-01-01,89100,20
2025-12-31,296578821,SENSEX2610189100PE,SENSEX,BFO,PE,2026-01-01,89100,20
2025-12-31,296436997,SENSEX2610189000PE,SENSEX,BFO,PE,2026-01-01,89000,20
2025-12-31,296583429,SENSEX2610189000CE,SENSEX,BFO,CE,2026-01-01,89000,20
2025-12-31,296412165,SENSEX2610188900PE,SENSEX,BFO,PE,2026-01-01,88900,20
2025-12-31,296472581,SENSEX2610188900CE,SENSEX,BFO,CE,2026-01-01,88900,20
2025-12-31,296418309,SENSEX2610188800CE,SENSEX,BFO,CE,2026-01-01,88800,20
2025-12-31,296457221,SENSEX2610188800PE,SENSEX,BFO,PE,2026-01-01,88800,20
2025-12-31,296462853,SENSEX2610188700CE,SENSEX,BFO,CE,2026-01-01,88700,20
2025-12-31,296501253,SENSEX2610188700PE,SENSEX,BFO,PE,2026-01-01,88700,20
2025-12-31,296445189,SENSEX2610188600PE,SENSEX,BFO,PE,2026-01-01,88600,20
2025-12-31,296592645,SENSEX2610188600CE,SENSEX,BFO,CE,2026-01-01,88600,20
2025-12-31,296450565,SENSEX2610188500CE,SENSEX,BFO,CE,2026-01-01,88500,20
2025-12-31,296489989,SENSEX2610188500PE,SENSEX,BFO,PE,2026-01-01,88500,20
2025-12-31,296435205,SENSEX2610188400PE,SENSEX,BFO,PE,2026-01-01,88400,20
2025-12-31,296495365,SENSEX2610188400CE,SENSEX,BFO,CE,2026-01-01,88400,20
2025-12-31,296438789,SENSEX2610188300CE,SENSEX,BFO,CE,2026-01-01,88300,20
2025-12-31,296476421,SENSEX2610188300PE,SENSEX,BFO,PE,2026-01-01,88300,20
2025-12-31,296482821,SENSEX2610188200CE,SENSEX,BFO,CE,2026-01-01,88200,20
2025-12-31,296525317,SENSEX2610188200PE,SENSEX,BFO,PE,2026-01-01,88200,20
2025-12-31,296428805,SENSEX2610188100CE,SENSEX,BFO,CE,2026-01-01,88100,20
2025-12-31,296466437,SENSEX2610188100PE,SENSEX,BFO,PE,2026-01-01,88100,20
2025-12-31,296471557,SENSEX2610188000CE,SENSEX,BFO,CE,2026-01-01,88000,20
2025-12-31,296512261,SENSEX2610188000PE,SENSEX,BFO,PE,2026-01-01,88000,20
2025-12-31,296554245,SENSEX2610187900CE,SENSEX,BFO,CE,2026-01-01,87900,20
2025-12-31,296591109,SENSEX2610187900PE,SENSEX,BFO,PE,2026-01-01,87900,20
2025-12-31,296492293,SENSEX2610187800CE,SENSEX,BFO,CE,2026-01-01,87800,20
2025-12-31,296534533,SENSEX2610187800PE,SENSEX,BFO,PE,2026-01-01,87800,20
2025-12-31,296540933,SENSEX2610187700CE,SENSEX,BFO,CE,2026-01-01,87700,20
2025-12-31,296580357,SENSEX2610187700PE,SENSEX,BFO,PE,2026-01-01,87700,20
2025-12-31,296522501,SENSEX2610187600PE,SENSEX,BFO,PE,2026-01-01,87600,20
2025-12-31,296584965,SENSEX2610187600CE,SENSEX,BFO,CE,2026-01-01,87600,20
2025-12-31,296528389,SENSEX2610187500CE,SENSEX,BFO,CE,2026-01-01,87500,20
2025-12-31,296571397,SENSEX2610187500PE,SENSEX,BFO,PE,2026-01-01,87500,20
2025-12-31,296427781,SENSEX2610187400PE,SENSEX,BFO,PE,2026-01-01,87400,20
2025-12-31,296576005,SENSEX2610187400CE,SENSEX,BFO,CE,2026-01-01,87400,20
2025-12-31,296516101,SENSEX2610187300CE,SENSEX,BFO,CE,2026-01-01,87300,20
2025-12-31,296559109,SENSEX2610187300PE,SENSEX,BFO,PE,2026-01-01,87300,20
2025-12-31,296414469,SENSEX2610187200PE,SENSEX,BFO,PE,2026-01-01,87200,20
2025-12-31,296565765,SENSEX2610187200CE,SENSEX,BFO,CE,2026-01-01,87200,20
2025-12-31,296422661,SENSEX2610187100CE,SENSEX,BFO,CE,2026-01-01,87100,20
2025-12-31,296546565,SENSEX2610187100PE,SENSEX,BFO,PE,2026-01-01,87100,20
2025-12-31,296552453,SENSEX2610187000CE,SENSEX,BFO,CE,2026-01-01,87000,20
2025-12-31,296588293,SENSEX2610187000PE,SENSEX,BFO,PE,2026-01-01,87000,20
2025-12-31,296440581,SENSEX2610186900CE,SENSEX,BFO,CE,2026-01-01,86900,20
2025-12-31,296477957,SENSEX2610186900PE,SENSEX,BFO,PE,2026-01-01,86900,20
2025-12-31,296423941,SENSEX2610186800PE,SENSEX,BFO,PE,2026-01-01,86800,20
2025-12-31,296483845,SENSEX2610186800CE,SENSEX,BFO,CE,2026-01-01,86800,20
2025-12-31,296430085,SENSEX2610186700CE,SENSEX,BFO,CE,2026-01-01,86700,20
2025-12-31,296468229,SENSEX2610186700PE,SENSEX,BFO,PE,2026-01-01,86700,20
2025-12-31,296472325,SENSEX2610186600CE,SENSEX,BFO,CE,2026-01-01,86600,20
2025-12-31,296514309,SENSEX2610186600PE,SENSEX,BFO,PE,2026-01-01,86600,20
2025-12-31,296417797,SENSEX2610186500CE,SENSEX,BFO,CE,2026-01-01,86500,20
2025-12-31,296456965,SENSEX2610186500PE,SENSEX,BFO,PE,2026-01-01,86500,20
2025-12-31,296462341,SENSEX2610186400CE,SENSEX,BFO,CE,2026-01-01,86400,20
2025-12-31,296500997,SENSEX2610186400PE,SENSEX,BFO,PE,2026-01-01,86400,20
2025-12-31,296444677,SENSEX2610186300PE,SENSEX,BFO,PE,2026-01-01,86300,20
2025-12-31,296507141,SENSEX2610186300CE,SENSEX,BFO,CE,2026-01-01,86300,20
2025-12-31,296450309,SENSEX2610186200CE,SENSEX,BFO,CE,2026-01-01,86200,20
2025-12-31,296489733,SENSEX2610186200PE,SENSEX,BFO,PE,2026-01-01,86200,20
2025-12-31,296495109,SENSEX2610186100CE,SENSEX,BFO,CE,2026-01-01,86100,20
2025-12-31,296537093,SENSEX2610186100PE,SENSEX,BFO,PE,2026-01-01,86100,20
2025-12-31,296438533,SENSEX2610186000CE,SENSEX,BFO,CE,2026-01-01,86000,20
2025-12-31,296475909,SENSEX2610186000PE,SENSEX,BFO,PE,2026-01-01,86000,20
2025-12-31,296518405,SENSEX2610185900CE,SENSEX,BFO,CE,2026-01-01,85900,20
2025-12-31,296561413,SENSEX2610185900PE,SENSEX,BFO,PE,2026-01-01,85900,20
2025-12-31,296416005,SENSEX2610185800PE,SENSEX,BFO,PE,2026-01-01,85800,20
2025-12-31,296567813,SENSEX2610185800CE,SENSEX,BFO,CE,2026-01-01,85800,20
2025-12-31,296503301,SENSEX2610185700CE,SENSEX,BFO,CE,2026-01-01,85700,20
2025-12-31,296548613,SENSEX2610185700PE,SENSEX,BFO,PE,2026-01-01,85700,20
2025-12-31,296553989,SENSEX2610185600CE,SENSEX,BFO,CE,2026-01-01,85600,20
2025-12-31,296590853,SENSEX2610185600PE,SENSEX,BFO,PE,2026-01-01,85600,20
2025-12-31,296534021,SENSEX2610185500PE,SENSEX,BFO,PE,2026-01-01,85500,20
2025-12-31,296523781,SENSEX2610183900PE,SENSEX,BFO,PE,2026-01-01,83900,20
2025-12-31,296585989,SENSEX2610183900CE,SENSEX,BFO,CE,2026-01-01,83900,20
2025-12-31,296529413,SENSEX2610183800CE,SENSEX,BFO,CE,2026-01-01,83800,20
2025-12-31,296572677,SENSEX2610183800PE,SENSEX,BFO,PE,2026-01-01,83800,20
2025-12-31,296428549,SENSEX2610183700PE,SENSEX,BFO,PE,2026-01-01,83700,20
2025-12-31,296576773,SENSEX2610183700CE,SENSEX,BFO,CE,2026-01-01,83700,20
2025-12-31,296518149,SENSEX2610183600CE,SENSEX,BFO,CE,2026-01-01,83600,20
2025-12-31,296561157,SENSEX2610183600PE,SENSEX,BFO,PE,2026-01-01,83600,20
2025-12-31,296415493,SENSEX2610183500PE,SENSEX,BFO,PE,2026-01-01,83500,20
2025-12-31,296567557,SENSEX2610183500CE,SENSEX,BFO,CE,2026-01-01,83500,20
2025-12-31,296423429,SENSEX2610183400CE,SENSEX,BFO,CE,2026-01-01,83400,20
2025-12-31,296548101,SENSEX2610183400PE,SENSEX,BFO,PE,2026-01-01,83400,20
2025-12-31,296553733,SENSEX2610183300CE,SENSEX,BFO,CE,2026-01-01,83300,20
2025-12-31,296590341,SENSEX2610183300PE,SENSEX,BFO,PE,2026-01-01,83300,20
2025-12-31,296533765,SENSEX2610183200PE,SENSEX,BFO,PE,2026-01-01,83200,20
2025-12-31,296596485,SENSEX2610183200CE,SENSEX,BFO,CE,2026-01-01,83200,20
2025-12-31,296539909,SENSEX2610183100CE,SENSEX,BFO,CE,2026-01-01,83100,20
2025-12-31,296579845,SENSEX2610183100PE,SENSEX,BFO,PE,2026-01-01,83100,20
2025-12-31,296437509,SENSEX2610183000PE,SENSEX,BFO,PE,2026-01-01,83000,20
2025-12-31,296584453,SENSEX2610183000CE,SENSEX,BFO,CE,2026-01-01,83000,20
2025-12-31,296474373,SENSEX2610182900CE,SENSEX,BFO,CE,2026-01-01,82900,20
2025-12-31,296515589,SENSEX2610182900PE,SENSEX,BFO,PE,2026-01-01,82900,20
2025-12-31,296419845,SENSEX2610182800CE,SENSEX,BFO,CE,2026-01-01,82800,20
2025-12-31,296457989,SENSEX2610182800PE,SENSEX,BFO,PE,2026-01-01,82800,20
2025-12-31,296463877,SENSEX2610182700CE,SENSEX,BFO,CE,2026-01-01,82700,20
2025-12-31,296502021,SENSEX2610182700PE,SENSEX,BFO,PE,2026-01-01,82700,20
2025-12-31,296446213,SENSEX2610182600PE,SENSEX,BFO,PE,2026-01-01,82600,20
2025-12-31,296508165,SENSEX2610182600CE,SENSEX,BFO,CE,2026-01-01,82600,20
2025-12-31,296451845,SENSEX2610182500CE,SENSEX,BFO,CE,2026-01-01,82500,20
2025-12-31,296491525,SENSEX2610182500PE,SENSEX,BFO,PE,2026-01-01,82500,20
2025-12-31,296497669,SENSEX2610182400CE,SENSEX,BFO,CE,2026-01-01,82400,20
2025-12-31,296538629,SENSEX2610182400PE,SENSEX,BFO,PE,2026-01-01,82400,20
2025-12-31,296439557,SENSEX2610182300CE,SENSEX,BFO,CE,2026-01-01,82300,20
2025-12-31,296477445,SENSEX2610182300PE,SENSEX,BFO,PE,2026-01-01,82300,20
2025-12-31,296483333,SENSEX2610182200CE,SENSEX,BFO,CE,2026-01-01,82200,20
2025-12-31,296526597,SENSEX2610182200PE,SENSEX,BFO,PE,2026-01-01,82200,20
2025-12-31,296429317,SENSEX2610182100CE,SENSEX,BFO,CE,2026-01-01,82100,20
2025-12-31,296467461,SENSEX2610182100PE,SENSEX,BFO,PE,2026-01-01,82100,20
2025-12-31,296471813,SENSEX2610182000CE,SENSEX,BFO,CE,2026-01-01,82000,20
2025-12-31,296513797,SENSEX2610182000PE,SENSEX,BFO,PE,2026-01-01,82000,20
2025-12-31,296555525,SENSEX2610181900CE,SENSEX,BFO,CE,2026-01-01,81900,20
2025-12-31,296592133,SENSEX2610181900PE,SENSEX,BFO,PE,2026-01-01,81900,20
2025-12-31,296412677,SENSEX2610181800CE,SENSEX,BFO,CE,2026-01-01,81800,20
2025-12-31,296535045,SENSEX2610181800PE,SENSEX,BFO,PE,2026-01-01,81800,20
2025-12-31,296542213,SENSEX2610181700CE,SENSEX,BFO,CE,2026-01-01,81700,20
2025-12-31,296581125,SENSEX2610181700PE,SENSEX,BFO,PE,2026-01-01,81700,20
2025-12-31,296438277,SENSEX2610181600PE,SENSEX,BFO,PE,2026-01-01,81600,20
2025-12-31,296585477,SENSEX2610181600CE,SENSEX,BFO,CE,2026-01-01,81600,20
2025-12-31,296529157,SENSEX2610181500CE,SENSEX,BFO,CE,2026-01-01,81500,20
2025-12-31,296572421,SENSEX2610181500PE,SENSEX,BFO,PE,2026-01-01,81500,20
2025-12-31,296428293,SENSEX2610181400PE,SENSEX,BFO,PE,2026-01-01,81400,20
2025-12-31,296576517,SENSEX2610181400CE,SENSEX,BFO,CE,2026-01-01,81400,20
2025-12-31,296517893,SENSEX2610181300CE,SENSEX,BFO,CE,2026-01-01,81300,20
2025-12-31,296560645,SENSEX2610181300PE,SENSEX,BFO,PE,2026-01-01,81300,20
2025-12-31,296415237,SENSEX2610181200PE,SENSEX,BFO,PE,2026-01-01,81200,20
2025-12-31,296567301,SENSEX2610181200CE,SENSEX,BFO,CE,2026-01-01,81200,20
2025-12-31,296423173,SENSEX2610181100CE,SENSEX,BFO,CE,2026-01-01,81100,20
2025-12-31,296547845,SENSEX2610181100PE,SENSEX,BFO,PE,2026-01-01,81100,20
2025-12-31,296553221,SENSEX2610181000CE,SENSEX,BFO,CE,2026-01-01,81000,20
2025-12-31,296590085,SENSEX2610181000PE,SENSEX,BFO,PE,2026-01-01,81000,20
2025-12-31,296441349,SENSEX2610180900CE,SENSEX,BFO,CE,2026-01-01,80900,20
2025-12-31,296478981,SENSEX2610180900PE,SENSEX,BFO,PE,2026-01-01,80900,20
2025-12-31,296486405,SENSEX2610180800CE,SENSEX,BFO,CE,2026-01-01,80800,20
2025-12-31,296527621,SENSEX2610180800PE,SENSEX,BFO,PE,2026-01-01,80800,20
2025-12-31,296431877,SENSEX2610180700CE,SENSEX,BFO,CE,2026-01-01,80700,20
2025-12-31,296468741,SENSEX2610180700PE,SENSEX,BFO,PE,2026-01-01,80700,20
2025-12-31,296473861,SENSEX2610180600CE,SENSEX,BFO,CE,2026-01-01,80600,20
2025-12-31,296514821,SENSEX2610180600PE,SENSEX,BFO,PE,2026-01-01,80600,20
2025-12-31,296419333,SENSEX2610180500CE,SENSEX,BFO,CE,2026-01-01,80500,20
2025-12-31,296457733,SENSEX2610180500PE,SENSEX,BFO,PE,2026-01-01,80500,20
2025-12-31,296463621,SENSEX2610180400CE,SENSEX,BFO,CE,2026-01-01,80400,20
2025-12-31,296501765,SENSEX2610180400PE,SENSEX,BFO,PE,2026-01-01,80400,20
2025-12-31,296445957,SENSEX2610180300PE,SENSEX,BFO,PE,2026-01-01,80300,20
2025-12-31,296507909,SENSEX2610180300CE,SENSEX,BFO,CE,2026-01-01,80300,20
2025-12-31,296451333,SENSEX2610180200CE,SENSEX,BFO,CE,2026-01-01,80200,20
2025-12-31,296491269,SENSEX2610180200PE,SENSEX,BFO,PE,2026-01-01,80200,20
2025-12-31,296497413,SENSEX2610180100CE,SENSEX,BFO,CE,2026-01-01,80100,20
2025-12-31,296538373,SENSEX2610180100PE,SENSEX,BFO,PE,2026-01-01,80100,20
2025-12-31,296439301,SENSEX2610180000CE,SENSEX,BFO,CE,2026-01-01,80000,20
2025-12-31,296477189,SENSEX2610180000PE,SENSEX,BFO,PE,2026-01-01,80000,20
2025-12-31,296476933,SENSEX2610179900CE,SENSEX,BFO,CE,2026-01-01,79900,20
2025-12-31,296521221,SENSEX2610179900PE,SENSEX,BFO,PE,2026-01-01,79900,20
2025-12-31,296526341,SENSEX2610179800CE,SENSEX,BFO,CE,2026-01-01,79800,20
2025-12-31,296569349,SENSEX2610179800PE,SENSEX,BFO,PE,2026-01-01,79800,20
2025-12-31,296467205,SENSEX2610179700CE,SENSEX,BFO,CE,2026-01-01,79700,20
2025-12-31,296506117,SENSEX2610179700PE,SENSEX,BFO,PE,2026-01-01,79700,20
2025-12-31,296513541,SENSEX2610179600CE,SENSEX,BFO,CE,2026-01-01,79600,20
2025-12-31,296557317,SENSEX2610179600PE,SENSEX,BFO,PE,2026-01-01,79600,20
2025-12-31,296494085,SENSEX2610179500PE,SENSEX,BFO,PE,2026-01-01,79500,20
2025-12-31,296564229,SENSEX2610179500CE,SENSEX,BFO,CE,2026-01-01,79500,20
2025-12-31,296499973,SENSEX2610179400CE,SENSEX,BFO,CE,2026-01-01,79400,20
2025-12-31,296545541,SENSEX2610179400PE,SENSEX,BFO,PE,2026-01-01,79400,20
2025-12-31,296551429,SENSEX2610179300CE,SENSEX,BFO,CE,2026-01-01,79300,20
2025-12-31,296587013,SENSEX2610179300PE,SENSEX,BFO,PE,2026-01-01,79300,20
2025-12-31,296489477,SENSEX2610179200CE,SENSEX,BFO,CE,2026-01-01,79200,20
2025-12-31,296530693,SENSEX2610179200PE,SENSEX,BFO,PE,2026-01-01,79200,20
2025-12-31,296536837,SENSEX2610179100CE,SENSEX,BFO,CE,2026-01-01,79100,20
2025-12-31,296577797,SENSEX2610179100PE,SENSEX,BFO,PE,2026-01-01,79100,20
2025-12-31,296519685,SENSEX2610179000PE,SENSEX,BFO,PE,2026-01-01,79000,20
2025-12-31,296582149,SENSEX2610179000CE,SENSEX,BFO,CE,2026-01-01,79000,20
