index,option_symbol,option_type,strike,expiry,option_token,lot_size,exchange,dte
BANKNIFTY,BANKNIFTY26FEB57500CE,CE,57500,2026-02-24,15373570,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB57500PE,PE,57500,2026-02-24,15373826,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB57600CE,CE,57600,2026-02-24,15374082,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB57600PE,PE,57600,2026-02-24,15374338,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB57700CE,CE,57700,2026-02-24,15374594,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB57700PE,PE,57700,2026-02-24,15374850,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB57800CE,CE,57800,2026-02-24,15375362,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB57800PE,PE,57800,2026-02-24,15375874,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB57900CE,CE,57900,2026-02-24,15376130,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB57900PE,PE,57900,2026-02-24,15376386,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB58000CE,CE,58000,2026-02-24,15376642,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB58000PE,PE,58000,2026-02-24,15376898,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB58100CE,CE,58100,2026-02-24,15378178,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB58100PE,PE,58100,2026-02-24,15378434,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB58200CE,CE,58200,2026-02-24,15378690,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB58200PE,PE,58200,2026-02-24,15378946,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB58300CE,CE,58300,2026-02-24,15380226,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB58300PE,PE,58300,2026-02-24,15380482,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB58400CE,CE,58400,2026-02-24,15380738,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB58400PE,PE,58400,2026-02-24,15380994,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB58500CE,CE,58500,2026-02-24,15381250,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB58500PE,PE,58500,2026-02-24,15381506,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB58600CE,CE,58600,2026-02-24,15383042,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB58600PE,PE,58600,2026-02-24,15383298,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB58700CE,CE,58700,2026-02-24,15383554,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB58700PE,PE,58700,2026-02-24,15383810,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB58800CE,CE,58800,2026-02-24,15384066,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB58800PE,PE,58800,2026-02-24,15408130,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB58900CE,CE,58900,2026-02-24,15411458,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB58900PE,PE,58900,2026-02-24,15412994,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB59000CE,CE,59000,2026-02-24,15413250,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB59000PE,PE,59000,2026-02-24,15413506,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB59100CE,CE,59100,2026-02-24,15413762,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB59100PE,PE,59100,2026-02-24,15414018,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB59200CE,CE,59200,2026-02-24,15414274,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB59200PE,PE,59200,2026-02-24,15414530,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB59300CE,CE,59300,2026-02-24,15415554,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB59300PE,PE,59300,2026-02-24,15417346,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB59400CE,CE,59400,2026-02-24,15417602,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB59400PE,PE,59400,2026-02-24,15418370,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB59500CE,CE,59500,2026-02-24,15418626,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB59500PE,PE,59500,2026-02-24,15418882,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB59600CE,CE,59600,2026-02-24,15419650,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB59600PE,PE,59600,2026-02-24,15419906,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB59700CE,CE,59700,2026-02-24,15420674,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB59700PE,PE,59700,2026-02-24,15420930,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB59800CE,CE,59800,2026-02-24,15421186,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB59800PE,PE,59800,2026-02-24,15421442,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB59900CE,CE,59900,2026-02-24,15421698,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB59900PE,PE,59900,2026-02-24,15421954,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB60000PE,PE,60000,2026-02-24,15422466,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB60000CE,CE,60000,2026-02-24,15422210,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB60100CE,CE,60100,2026-02-24,15422722,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB60100PE,PE,60100,2026-02-24,15422978,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB60200CE,CE,60200,2026-02-24,15423234,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB60200PE,PE,60200,2026-02-24,15423490,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB60300CE,CE,60300,2026-02-24,15423746,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB60300PE,PE,60300,2026-02-24,15424002,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB60400CE,CE,60400,2026-02-24,15424258,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB60400PE,PE,60400,2026-02-24,15424514,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB60500CE,CE,60500,2026-02-24,15424770,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB60500PE,PE,60500,2026-02-24,15425026,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB60600CE,CE,60600,2026-02-24,15425282,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB60600PE,PE,60600,2026-02-24,15425538,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB60700CE,CE,60700,2026-02-24,15425794,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB60700PE,PE,60700,2026-02-24,15426050,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB60800CE,CE,60800,2026-02-24,15427074,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB60800PE,PE,60800,2026-02-24,15427330,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB60900CE,CE,60900,2026-02-24,15427842,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB60900PE,PE,60900,2026-02-24,15428354,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB61000CE,CE,61000,2026-02-24,15428610,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB61000PE,PE,61000,2026-02-24,15428866,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB61100CE,CE,61100,2026-02-24,15429122,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB61100PE,PE,61100,2026-02-24,15429634,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB61200CE,CE,61200,2026-02-24,15429890,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB61200PE,PE,61200,2026-02-24,15432706,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB61300CE,CE,61300,2026-02-24,15432962,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB61300PE,PE,61300,2026-02-24,15433730,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB61400CE,CE,61400,2026-02-24,15433986,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB61400PE,PE,61400,2026-02-24,15444226,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB61500CE,CE,61500,2026-02-24,15444482,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB61500PE,PE,61500,2026-02-24,15447810,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB61600CE,CE,61600,2026-02-24,15448066,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB61600PE,PE,61600,2026-02-24,15449346,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB61700CE,CE,61700,2026-02-24,15450114,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB61700PE,PE,61700,2026-02-24,15450626,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB61800CE,CE,61800,2026-02-24,15450882,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB61800PE,PE,61800,2026-02-24,15452162,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB61900CE,CE,61900,2026-02-24,15452418,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB61900PE,PE,61900,2026-02-24,15453186,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB62000CE,CE,62000,2026-02-24,15453442,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB62000PE,PE,62000,2026-02-24,15453698,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB62100CE,CE,62100,2026-02-24,15453954,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB62100PE,PE,62100,2026-02-24,15454210,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB62200CE,CE,62200,2026-02-24,15454466,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB62200PE,PE,62200,2026-02-24,15454722,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB62300CE,CE,62300,2026-02-24,15454978,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB62300PE,PE,62300,2026-02-24,15456002,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB62400CE,CE,62400,2026-02-24,15456258,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB62400PE,PE,62400,2026-02-24,15456770,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB62500CE,CE,62500,2026-02-24,15457026,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB62500PE,PE,62500,2026-02-24,15457282,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB62600CE,CE,62600,2026-02-24,15458562,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB62600PE,PE,62600,2026-02-24,15458818,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB62700CE,CE,62700,2026-02-24,15459074,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB62700PE,PE,62700,2026-02-24,15459330,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB62800CE,CE,62800,2026-02-24,15459586,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB62800PE,PE,62800,2026-02-24,15460610,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB62900CE,CE,62900,2026-02-24,15460866,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB62900PE,PE,62900,2026-02-24,15461122,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB63000CE,CE,63000,2026-02-24,15461378,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB63000PE,PE,63000,2026-02-24,15461634,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB63100CE,CE,63100,2026-02-24,15462146,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB63100PE,PE,63100,2026-02-24,15462402,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB63200CE,CE,63200,2026-02-24,15463170,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB63200PE,PE,63200,2026-02-24,15463426,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB63300CE,CE,63300,2026-02-24,15463682,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB63300PE,PE,63300,2026-02-24,15464194,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB63400CE,CE,63400,2026-02-24,15464450,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB63400PE,PE,63400,2026-02-24,15464706,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB63500CE,CE,63500,2026-02-24,15464962,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB63500PE,PE,63500,2026-02-24,15465218,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB63600CE,CE,63600,2026-02-24,15465474,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB63600PE,PE,63600,2026-02-24,15465730,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB63700CE,CE,63700,2026-02-24,15465986,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB63700PE,PE,63700,2026-02-24,15466242,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB63800CE,CE,63800,2026-02-24,15466498,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB63800PE,PE,63800,2026-02-24,15466754,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB63900CE,CE,63900,2026-02-24,15467010,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB63900PE,PE,63900,2026-02-24,15467266,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB64000CE,CE,64000,2026-02-24,15467522,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB64000PE,PE,64000,2026-02-24,15467778,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB64100CE,CE,64100,2026-02-24,15468034,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB64100PE,PE,64100,2026-02-24,15468290,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB64200CE,CE,64200,2026-02-24,15468546,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB64200PE,PE,64200,2026-02-24,15468802,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB64300CE,CE,64300,2026-02-24,15469058,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB64300PE,PE,64300,2026-02-24,15469570,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB64400CE,CE,64400,2026-02-24,15469826,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB64400PE,PE,64400,2026-02-24,15470082,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB64500CE,CE,64500,2026-02-24,15470338,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB64500PE,PE,64500,2026-02-24,15470594,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB64600CE,CE,64600,2026-02-24,15470850,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB64600PE,PE,64600,2026-02-24,15471106,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB64700CE,CE,64700,2026-02-24,15471362,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB64700PE,PE,64700,2026-02-24,15471618,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB64800CE,CE,64800,2026-02-24,15471874,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB64800PE,PE,64800,2026-02-24,15472130,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB64900CE,CE,64900,2026-02-24,15472386,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB64900PE,PE,64900,2026-02-24,15473666,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB65000CE,CE,65000,2026-02-24,15473922,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB65000PE,PE,65000,2026-02-24,15474178,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB65100CE,CE,65100,2026-02-24,15474434,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB65100PE,PE,65100,2026-02-24,15474690,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB65200CE,CE,65200,2026-02-24,15474946,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB65200PE,PE,65200,2026-02-24,15477250,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB65500CE,CE,65500,2026-02-24,15480834,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB65500PE,PE,65500,2026-02-24,15481090,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB66000CE,CE,66000,2026-02-24,15493378,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB66000PE,PE,66000,2026-02-24,15493634,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB66500CE,CE,66500,2026-02-24,15495938,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB66500PE,PE,66500,2026-02-24,15496194,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB67000CE,CE,67000,2026-02-24,15498498,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB67000PE,PE,67000,2026-02-24,15498754,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB67500CE,CE,67500,2026-02-24,15502594,30,NFO,27
BANKNIFTY,BANKNIFTY26FEB67500PE,PE,67500,2026-02-24,15502850,30,NFO,27
BANKNIFTY,BANKNIFTY26MAR46500CE,CE,46500,2026-03-30,14979074,30,NFO,61
BANKNIFTY,BANKNIFTY26MAR46500PE,PE,46500,2026-03-30,14979330,30,NFO,61
BANKNIFTY,BANKNIFTY26MAR48000CE,CE,48000,2026-03-30,14979586,30,NFO,61
BANKNIFTY,BANKNIFTY26MAR48000PE,PE,48000,2026-03-30,14979842,30,NFO,61
BANKNIFTY,BANKNIFTY26MAR49500CE,CE,49500,2026-03-30,14980098,30,NFO,61
BANKNIFTY,BANKNIFTY26MAR49500PE,PE,49500,2026-03-30,14980354,30,NFO,61
BANKNIFTY,BANKNIFTY26MAR51000CE,CE,51000,2026-03-30,14980610,30,NFO,61
BANKNIFTY,BANKNIFTY26MAR51000PE,PE,51000,2026-03-30,14982914,30,NFO,61
BANKNIFTY,BANKNIFTY26MAR51500CE,CE,51500,2026-03-30,13403138,30,NFO,61
BANKNIFTY,BANKNIFTY26MAR51500PE,PE,51500,2026-03-30,13403394,30,NFO,61
BANKNIFTY,BANKNIFTY26MAR52000CE,CE,52000,2026-03-30,13408514,30,NFO,61
BANKNIFTY,BANKNIFTY26MAR52000PE,PE,52000,2026-03-30,13409026,30,NFO,61
BANKNIFTY,BANKNIFTY26MAR52500CE,CE,52500,2026-03-30,14984194,30,NFO,61
BANKNIFTY,BANKNIFTY26MAR52500PE,PE,52500,2026-03-30,14984450,30,NFO,61
BANKNIFTY,BANKNIFTY26MAR53000CE,CE,53000,2026-03-30,13414402,30,NFO,61
BANKNIFTY,BANKNIFTY26MAR53000PE,PE,53000,2026-03-30,13414658,30,NFO,61
BANKNIFTY,BANKNIFTY26MAR53500CE,CE,53500,2026-03-30,13417986,30,NFO,61
